Zone,Latitude,Longitude,Elevation,Urban Density,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Avg Temp,Flood?,Flood Risk
International City,25.1634,55.4179,6.5,1,45,45.60122739937516,3.880317144276325,0.8242093159244607,6.0263991631015585,20.33442498463804,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,32.84733635151793,2.7998382532690735,0.6630365947950876,0.5127525510192776,40.62484758246607,0,0
Deira,25.276987,55.296249,4.0,2,55,85.97931015350724,7.911184273945466,0.7367311844062634,1.640431004284527,27.264673812338767,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,30.88701634422783,5.345536924316675,0.25058279345505685,5.189605749650951,37.36776380924057,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,52.03882767974804,5.803534096082395,0.9084735229435836,2.586109790437291,37.918117776627206,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,44.83667543378271,3.18665293224078,0.7952022852483633,2.638967446275886,31.135059265762077,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,95.90041432415407,5.822741702649327,0.3566415987729874,5.673401013212066,29.062085703148256,1,1
Mirdif,25.2203,55.4162,8.0,1,48,92.44696259566355,0.7316703134261127,0.5028983978419671,3.9681347928279047,23.256073223152377,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,87.22150670156717,6.359171156106304,0.7223917362658172,3.6684111906511894,37.46689688965741,1,1
Dubai Marina,25.08,55.14,6.0,2,42,71.56751745595666,0.11472342554186166,0.6900773614640772,11.340928316296365,41.8824606382108,1,1
International City,25.1634,55.4179,6.5,1,45,85.41950118915773,7.977193610084358,0.33629626720766037,0.04887812019973836,40.79362295744646,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,35.7185123253348,3.8356477163991687,0.161259962055879,8.329328217730822,25.12146938859677,0,0
Mirdif,25.2203,55.4162,8.0,1,48,31.95275087742708,9.221370790326816,0.6879047650761847,8.06342820609424,36.40444457896839,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,43.72171459277234,9.665244355785218,0.18386418713531805,1.9982910107145484,32.19177246374731,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,86.39623091563982,3.0285643188522005,0.8114952015912866,9.200573339116925,29.486648375559717,1,1
International City,25.1634,55.4179,6.5,1,45,33.91171897930477,9.208149224099971,0.660860476362475,4.631618654950895,36.00149947018535,0,0
Dubai Marina,25.08,55.14,6.0,2,42,57.610020826384584,0.7254091597475643,0.9694168348185873,11.113944675992808,16.170263083365565,1,1
Dubai Marina,25.08,55.14,6.0,2,42,78.02727403332509,6.185407659014409,0.31684982475526513,10.528669217018939,35.755143084200625,1,1
Mirdif,25.2203,55.4162,8.0,1,48,80.44298457869357,5.228596058849568,0.8000371149019445,9.687816849943797,16.39536409408121,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,85.04309728953757,4.341996121965755,0.5767424826123702,7.943093494862419,42.05785536577638,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,63.468062739181356,1.2291849027331025,0.9294271144677683,9.506376407088375,38.4322477581616,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,82.70522660699685,5.476390905224431,0.30992430453691433,7.638461072326194,36.432113403335336,0,0
Mirdif,25.2203,55.4162,8.0,1,48,42.35811042991337,3.0662263225727413,0.047756134642576886,2.80324219930945,30.664700043166246,0,0
Expo 2020 Site,24.95351,55.038,12.0,0,25,51.74579954108287,6.401883163471095,0.7533131999624668,1.5592074574065058,26.391533344958,0,0
Mirdif,25.2203,55.4162,8.0,1,48,38.8196047572564,9.765309038585333,0.36196176770851896,8.723978379779496,43.78097312917885,0,0
Deira,25.276987,55.296249,4.0,2,55,41.25439684391954,4.63063276005666,0.9987077233443435,8.286073875287377,16.870696639669376,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,43.66835595375388,8.70095809986042,0.14791652604761696,6.429422780315279,23.25944671136204,0,0
Deira,25.276987,55.296249,4.0,2,55,97.0807375382069,2.0670181974112314,0.9702284208762343,0.15319685298378083,30.59182139005407,1,1
Mirdif,25.2203,55.4162,8.0,1,48,55.778511586978425,4.275555758134194,0.8484032215288353,0.09085376682455859,35.548802063107644,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,37.729724708594084,6.56923132778905,0.682112855014481,0.5993285705566431,41.33543411958898,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,68.12893162862414,5.3950776141943315,0.6106449599288184,11.79860956221814,16.011256241082762,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,45.485428502915916,8.136977145599092,0.5332937051471078,3.558026606011021,25.351681510846753,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,82.39455774132753,5.114549654636582,0.5077648669189321,7.733088595646286,19.460941978802754,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,36.86756391783237,6.484656516787426,0.5874840329832856,1.2311724744164878,17.124385808726476,1,1
Mirdif,25.2203,55.4162,8.0,1,48,33.32605325147653,9.654220108929557,0.2712921340530603,0.6402019162344086,44.80379409604167,0,0
Deira,25.276987,55.296249,4.0,2,55,60.18895579842865,2.152772772717224,0.09267580622714577,3.1548453524350504,23.855894170620974,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,81.20714864660606,8.952879696865317,0.8826125374064807,9.26808803880436,43.04192275775462,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,42.83934904830099,9.47912353299196,0.6497328182818342,5.868459755502411,40.84161104579788,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,43.34500926445612,2.4505585769047022,0.18749525094081143,1.236247214879406,20.48240871602,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,82.59013117296321,5.814400021621938,0.5570886571533821,5.563265333578679,28.639476320611465,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,96.83885766568655,5.343616736261746,0.39705919578380244,8.49830333671445,17.28472004284277,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,35.242593525085375,5.941198708345423,0.23167316351456746,2.5713334142548443,17.95222666442518,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,64.91323579808477,5.231154525093346,0.5329572503720273,2.89988477438421,16.60117153298572,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,63.722760305448844,0.6289040607967944,0.9691670583605989,5.673908683075986,15.88986559162343,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,35.298726479837505,8.210508523433168,0.6951680358657406,10.884731134193853,42.43764216627587,1,1
Deira,25.276987,55.296249,4.0,2,55,54.21091173410049,0.04319627301520468,0.33057446266915225,3.1292420159799703,30.153020461878363,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,97.94414712576352,3.623573122723217,0.1937402015377241,10.969216718060027,20.718319040229805,0,0
Deira,25.276987,55.296249,4.0,2,55,93.4063320465793,5.065479904583958,0.742794407495879,5.264822181084327,43.9811634045908,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,34.70997441165157,8.320484889478333,0.300188666081992,7.071727321034469,34.7625735874177,0,0
Deira,25.276987,55.296249,4.0,2,55,64.25517335431817,5.983829424329827,0.03415931821076701,4.174646383304237,27.80551134193579,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,39.33312597493783,2.902130646107567,0.3462310864020379,1.2638432544864293,33.340166311800985,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,41.17131010315201,0.28834569570457824,0.9431881064479699,0.4300130248395555,32.275965572691746,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,74.79054409014253,5.692457970015905,0.1952452677462585,2.2129111359006863,37.181943848333525,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,34.69271256788503,7.812547543065872,0.14618162938456747,10.396313949755912,27.45981610594329,0,0
Mirdif,25.2203,55.4162,8.0,1,48,84.45741915072037,5.5133814723072385,0.6396256089331838,4.474545281715013,31.34521815084269,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,72.09978941229468,4.72632981286019,0.3491236795374081,2.6827866967662057,31.585631645818378,0,0
International City,25.1634,55.4179,6.5,1,45,95.94818573346755,5.778122318519524,0.19195371654982551,3.067720487815051,15.610097191557461,1,1
International City,25.1634,55.4179,6.5,1,45,31.53470997571986,9.219373426332522,0.5233877447844125,1.6232821964500554,22.557933822166156,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,84.49391394927531,8.82935730388554,0.1588788685902779,7.730343561411148,18.391136985102555,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,64.03343636465976,8.044067250937704,0.660519514874303,0.3737085242201106,35.042991615439234,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,39.56962796884579,8.369791945609254,0.24340892475635256,0.38683335716362466,26.609497867080705,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,58.76795607238253,5.268928565718847,0.5894857590989176,2.362688044952226,23.820432007266355,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,44.789654970572435,7.799484303631916,0.06485777837662376,7.116774214278399,36.68982618739372,0,0
Dubai Marina,25.08,55.14,6.0,2,42,32.46488887017112,7.91478833306705,0.5255245999180137,1.7726166173191014,17.830824085948297,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,51.75326062959954,6.972428848992084,0.29754163902042485,7.449073640274516,26.22876754340902,0,0
Deira,25.276987,55.296249,4.0,2,55,77.22642825103574,4.52105290669868,0.9739754265007332,5.621202113489696,43.30047639471081,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,35.98736747287404,2.3887502773875458,0.8275755450803535,4.745118666069966,29.2780342861127,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,78.32279519028108,8.406541610839172,0.9544014209543075,0.7599150561872832,19.460775252900085,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,70.84437690921509,3.341893887453292,0.11355452639143582,4.302942938095779,20.190974442410138,0,0
Mirdif,25.2203,55.4162,8.0,1,48,56.14993215085177,7.855628132959039,0.2196728368271612,9.529343021253739,38.744838949149255,0,0
Mirdif,25.2203,55.4162,8.0,1,48,43.031171595444086,1.9774450781507424,0.9847329153031502,1.7814638152297735,42.16254654637076,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,55.97981824705951,4.912458369525869,0.14265314367580917,11.907421068869692,26.33960372774631,0,0
International City,25.1634,55.4179,6.5,1,45,60.334276340538835,3.8228521065683974,0.9776579856393257,9.805901804968077,29.563309273208766,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,85.19641371111695,7.371488679607654,0.9103028736465306,10.39341214868766,17.93403611019603,1,1
Deira,25.276987,55.296249,4.0,2,55,78.18746330434755,1.9540498031613318,0.08337991315704196,0.2223116050147067,18.91745430242014,1,1
Mirdif,25.2203,55.4162,8.0,1,48,50.12006525236141,8.385068266425455,0.6642177771000267,3.5622296395524797,30.09689880370942,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,55.00508251286342,5.887867413429195,0.18189926745470753,5.201998622772028,17.02981572104171,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,48.030423059219025,7.080510103513705,0.17874868472428374,1.6587665647780048,40.38171593454255,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,40.53648530998422,0.9681290036894752,0.5086281297556723,4.171989588125532,28.404841019691354,0,0
Deira,25.276987,55.296249,4.0,2,55,69.05864771105921,7.775294569320587,0.02682457724483689,3.2118089562822325,25.638104881660414,1,1
International City,25.1634,55.4179,6.5,1,45,86.86650350389941,9.890313817571371,0.3791911968555539,1.978465652394155,37.79452793495683,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,68.02397616426089,3.8183909906750935,0.8113911601698465,6.654480919516866,30.450487186271022,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,65.01163773115962,0.1018923927579729,0.4087472963392391,2.0528847626592226,42.63236513746037,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,33.473180279566414,2.3902516359588066,0.7423190387891202,9.40010641842719,39.047102537970616,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,96.72454943883692,1.8135771390488942,0.3347684372287496,5.768733814855655,43.48329660624553,1,1
Mirdif,25.2203,55.4162,8.0,1,48,30.857691892475305,1.5128672070338423,0.3529788817117291,0.8653954573881659,15.184886176927312,0,0
Dubai Marina,25.08,55.14,6.0,2,42,34.61350030634679,9.914930305111978,0.08245588942043636,9.943968220879405,43.92145216374419,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,93.11966882725115,0.352376229903546,0.12672684235097675,5.684698017259166,17.7833604564356,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,56.312241992881795,9.92851843750876,0.9663141958614028,1.8866625561166348,35.635076601352324,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,32.64762515357446,3.1998040550738374,0.8090794080756586,8.075531987619643,29.553093938734776,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,83.59225656614028,0.2717894462605963,0.19046272139197407,8.543831978281103,19.46640921091061,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,80.72770279932338,8.067558093818274,0.9937016453520123,1.4840700501811788,27.270015301025587,1,1
International City,25.1634,55.4179,6.5,1,45,71.72293437578591,2.217544197115202,0.35873514394451744,5.515984050138155,35.662399386631314,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,31.8075802553672,9.766206186674582,0.01114730747287318,0.20399051812464064,30.261339146220237,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,71.13993154746203,7.236693927784401,0.10736288664635907,2.1075932359002607,42.68792742331193,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,49.222303398137164,0.528989627846006,0.7867822766356417,4.45521850104903,40.376767215063325,1,1
Deira,25.276987,55.296249,4.0,2,55,91.21680441264593,4.408109651463388,0.635884779883245,3.3587422480906657,40.57701729989802,1,1
Mirdif,25.2203,55.4162,8.0,1,48,87.17977637080551,0.4738180455775254,0.2146727470363864,1.0512878400224133,28.0149666014906,1,1
Deira,25.276987,55.296249,4.0,2,55,40.875810939307634,9.556557415949193,0.5162275488038082,5.660268343361668,39.865802035789514,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,96.60541606317202,5.8167356420289575,0.4712351702879124,4.26707615133796,26.274132136049396,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,58.60524279973974,9.447559665408363,0.9889180479748114,3.469840521698569,43.491625745080796,0,0
Expo 2020 Site,24.95351,55.038,12.0,0,25,86.99247754620743,4.2058372961990464,0.08366413756220137,3.899165700674918,17.493981341406503,0,0
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,50.48552749006714,1.3069660750564882,0.04744604311440426,7.18606564977297,32.18234239465907,0,0
Dubai Marina,25.08,55.14,6.0,2,42,65.03727380794157,3.813359862540311,0.4387992923912519,7.718199281474625,42.62574613867628,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,32.428173524696284,5.113907132497626,0.15397756721377254,7.112370239784543,44.597575364432245,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,59.025644101719635,7.454508335458377,0.3950668924050291,6.853441740486938,29.72339317743515,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,56.205353810971765,1.2573719150674323,0.5714755851667921,5.251107039685481,40.106590524399834,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,84.19078269903058,6.577356182014222,0.26680992645737767,4.924163834222041,38.61554345513386,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,77.78440476335147,6.639157171414361,0.9626363177076839,10.386050810731938,29.622401145315052,1,1
Dubai Marina,25.08,55.14,6.0,2,42,79.18999500081034,7.049104856912033,0.4399835878238516,2.368698338421181,41.549866958625415,1,1
Deira,25.276987,55.296249,4.0,2,55,75.96224367388321,4.4478608054003885,0.6346021559448859,3.151915548398514,34.73461283311397,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,64.59877528053728,0.9211095731034658,0.31956275829957226,5.0668697832484835,20.306586691723588,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,64.961135446579,8.878629959299111,0.9845559702811951,6.7082211599358565,19.412067190533186,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,40.06868050087867,1.5909096043189086,0.6251031805456386,8.209710622466492,15.322189230294192,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,98.20763737347531,0.14734511140685802,0.6555236048883947,4.212312090654996,19.21459460593556,1,1
Deira,25.276987,55.296249,4.0,2,55,50.04744529626147,5.618515763950052,0.6849408336696419,4.191687624053647,25.455175054116005,1,1
Mirdif,25.2203,55.4162,8.0,1,48,62.74967234428527,0.8718919419807003,0.4946805624658911,7.896398995657513,16.338063828210828,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,59.80156052319553,7.400795868269072,0.09145879427517878,2.2130033422672684,33.7420883301436,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,38.64520534704419,7.234911728034375,0.744294647668725,7.662347668636865,42.52929424231066,1,1
International City,25.1634,55.4179,6.5,1,45,79.93137057285466,5.880221135388341,0.11575361925858829,3.493157750627436,18.63048930093981,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,48.4857798878518,3.076384818969405,0.8289916151764383,4.3990534177421825,22.313627224099648,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,96.18621064730108,3.283645071253246,0.7916280719415517,2.728287365616551,34.544093565327586,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,32.5889988419205,6.000928740228791,0.622651299856615,3.152864700064813,37.62681363279535,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,49.08909426975916,9.538725105298889,0.9580615906305123,2.0021524529169206,30.917844582234988,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,91.12161043454986,7.363105473963049,0.8223606483226767,8.060553316497064,19.256000385574684,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,84.42688238834106,5.8317048106028935,0.4178577440537117,7.284629427287655,41.95147400397455,0,0
Deira,25.276987,55.296249,4.0,2,55,60.62296842594229,0.36083350291994165,0.5547310115311399,8.565395220513247,15.091724950615648,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,43.68403342083104,6.82325660387934,0.8021079773369671,0.2775851930214288,36.95353925433639,1,1
International City,25.1634,55.4179,6.5,1,45,75.41671479387365,3.305447004442886,0.5635016437284909,8.853615198667384,19.687259465536677,1,1
Mirdif,25.2203,55.4162,8.0,1,48,97.1855086519187,8.530389357050407,0.2576030504358825,0.2900656467511924,32.97997867079211,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,90.71811240181256,1.2538035165552985,0.0689227025985848,9.916492416176368,43.60632614260949,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,91.74083480515787,1.2104949211584093,0.4765488731687769,7.220908848179279,37.77134678761624,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,56.1408523130126,0.861658304057924,0.7424361592362859,7.0629154286786076,28.337376656220748,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,52.44298251259034,3.8908515719660928,0.4378083511845289,3.0543992403474345,16.357706080607414,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,99.56496616564098,1.69509365837763,0.21674982595281544,8.018046222060464,22.65904669157912,1,1
International City,25.1634,55.4179,6.5,1,45,82.21357301512931,9.20058268169641,0.5918280975962142,0.4580115149850936,28.554790649967252,1,1
International City,25.1634,55.4179,6.5,1,45,52.889750139471154,7.688388693110502,0.6387245254487639,2.575890040971491,43.44553047946735,1,1
Mirdif,25.2203,55.4162,8.0,1,48,51.39398989798147,6.131498385547235,0.7337544766973014,9.611766804426216,18.651594146139868,0,0
Dubai Marina,25.08,55.14,6.0,2,42,76.60936243025935,8.487071001187656,0.4065732530398868,4.051970999291327,15.599679836495506,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,31.472641438568054,4.434271685744921,0.1571785239818826,4.057216246861936,31.72208371187523,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,97.37178862333992,7.53192088370006,0.999992042302966,4.66695239518104,24.15715960589919,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,70.68603007894816,9.679953661051119,0.6205428288633662,9.286964892301812,35.46590292973519,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,87.80808072372437,3.4002866116436903,0.750117582086672,7.57180752445173,15.744419996726792,0,0
International City,25.1634,55.4179,6.5,1,45,97.06209920091672,0.6856209387053258,0.5495717553838245,3.739117786841191,26.713916206189054,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,73.31713683579524,8.942530587113668,0.425045090708873,0.8316579467117706,15.162171668775308,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,51.10904896171832,5.016726071731211,0.4030074452681156,10.454558127445955,43.59941764068941,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,94.12916370605326,5.29810316864313,0.29216824667785124,4.8663132321509615,42.0557376001738,1,1
Mirdif,25.2203,55.4162,8.0,1,48,42.53722173312823,2.5211852853085945,0.7642615132758029,4.209019289826587,32.51605563925793,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,79.45718567144868,6.2199783156613595,0.209086891023181,3.3976411754657705,17.260752371092146,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,43.37420374499452,1.7830927462359214,0.6107040109758429,10.96857399417,39.13076523344763,1,1
Deira,25.276987,55.296249,4.0,2,55,34.39364349049964,2.165934792681905,0.7292025332627415,3.1684287424155397,21.217878448092346,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,95.80298871257405,7.445475961719849,0.5618849955756037,8.83727414536018,29.07890931293896,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,85.45333534481556,2.286822864597,0.9582008902146786,1.99602589884232,23.87047798814029,1,1
Deira,25.276987,55.296249,4.0,2,55,99.74469842035649,6.3947633769025245,0.08167358743378816,9.873556984324155,19.046252649761573,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,61.693349837886615,0.014968151501746352,0.9347391893948687,9.898345086910362,33.903518626232575,1,1
Mirdif,25.2203,55.4162,8.0,1,48,94.98435869722691,6.181263502102684,0.5820699039821117,6.008366869066215,26.332169095915127,1,1
International City,25.1634,55.4179,6.5,1,45,69.48423880016674,3.0593977864971156,0.29419065266695665,5.363673197486182,33.5313291401707,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,97.88816106039624,5.147384032469995,0.2461363505281089,6.6590150595883255,41.13153276592313,1,1
Bur Dubai,25.253174,55.297916,3.5,2,50,81.17718451813965,9.34687961725702,0.10473477567244227,6.266984777322147,42.43382144851156,1,1
Mirdif,25.2203,55.4162,8.0,1,48,56.496563143342435,7.129354191218543,0.30719153433492286,6.976130847694014,22.00000954341874,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,79.73988394085183,5.760976830032071,0.21260451724403862,11.217127075986756,31.56057655722605,0,0
International City,25.1634,55.4179,6.5,1,45,35.90699771971068,4.693800336088704,0.14210903345158188,3.9830375393907556,20.140307515953552,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,98.8537459094921,5.316950469519886,0.5054133056579018,2.884021399597941,28.735004866665935,1,1
Deira,25.276987,55.296249,4.0,2,55,90.78666915584361,4.670698660364194,0.20833336420637116,10.77540454452239,28.786543590444772,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,81.17392876615494,2.22726135236511,0.34573923448867483,2.0046889488427917,40.86020920649004,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,56.88540776193747,0.21872442059538755,0.5780016587226242,5.226836835107612,34.43699076621536,0,0
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,67.5514438567115,2.037125477859283,0.5297343960216271,2.2004347401481197,20.313570136039615,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,74.62272349010668,9.20250253423738,0.9369419519255792,7.037752209907088,41.38793641908571,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,37.89324848243378,3.457535916641868,0.895879322957263,8.844130356160345,16.639348295556445,0,0
Jebel Ali,25.01016,55.062446,11.0,0,20,65.16271524419523,9.864955411997649,0.26323515327949876,4.421731898483261,44.63586746418128,0,0
International City,25.1634,55.4179,6.5,1,45,68.98314278674277,9.734165750140994,0.6766055023237646,9.433753608940428,22.323631924040455,1,1
International City,25.1634,55.4179,6.5,1,45,73.63334391988147,4.524827439452918,0.003643918678104874,4.723991039239573,22.502704453807127,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,95.6118408342723,1.1310768653205283,0.19260809548213997,3.421737011971466,20.253018798311366,1,1
Downtown Dubai,25.197197,55.274376,5.0,2,60,78.6463053429257,2.5667683913185133,0.4785175050301965,8.602471661881493,20.19108027900304,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,97.73542918667938,8.555322354693912,0.9025660379794591,5.900460454827906,18.174081686841596,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,78.37655328264736,0.4467453625842821,0.026948409886700997,1.0468122085865263,15.532313806019811,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,84.04614791748676,7.244539854554439,0.2861312581302593,1.558518969628068,25.69018185905934,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,79.68513159253688,3.1691107088621684,0.8121395713658878,5.180459407365848,16.812535051610418,1,1
Dubai Creek Harbour,25.204849,55.342674,3.0,2,58,98.55433827282927,1.8101018536072355,0.02121588736756841,11.413190036190407,37.26968565529704,1,1
Dubai Marina,25.08,55.14,6.0,2,42,47.90104483616428,9.27797085212018,0.877159157620686,10.886069281415521,26.351169652663213,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,73.64638150115616,0.9094433804842084,0.35383204618785924,1.5798313772402373,18.64719798728599,0,0
Deira,25.276987,55.296249,4.0,2,55,52.47107702405644,6.125222334904881,0.4727800457740591,3.98628313765798,41.48855273801422,1,1
Jebel Ali,25.01016,55.062446,11.0,0,20,51.678658265969716,8.054871517087621,0.7285913926607895,1.4824797535052632,42.315706070854105,0,0
Downtown Dubai,25.197197,55.274376,5.0,2,60,67.12595911719512,1.1322982075041232,0.4768182811886136,1.245734594527899,26.21013759310202,1,1
Expo 2020 Site,24.95351,55.038,12.0,0,25,31.291529739129494,9.756045404654854,0.9583484151487399,3.8441723023975833,22.17344482486181,0,0
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,34.980781212734215,1.6579258027201482,0.3505312130133341,2.733161908845107,24.33338694585976,0,0
Deira,25.276987,55.296249,4.0,2,55,54.77220088639328,9.608721732981321,0.6026036962161995,11.886378194630518,27.971123044140988,1,1
Al Quoz Industrial,25.1357,55.2311,7.0,1,35,40.13294741039576,0.5346937965202181,0.7111823954476042,9.973096791238358,19.933168542549858,0,0
Bur Dubai,25.253174,55.297916,3.5,2,50,66.7862731343897,6.719775207252395,0.7539794627215779,7.13153180372278,36.12414094655571,1,1
Dubai Marina,25.08,55.14,6.0,2,42,94.05352793284729,3.3729079181343966,0.29533567396111127,8.966576447450906,34.37945680576587,1,1
Al Barsha,25.1078,55.2077,7.5,1,40,83.03996406213494,1.682198075642185,0.8162694693772801,5.758054784661666,28.56641899870737,1,1
Deira,25.276987,55.296249,4.0,2,55,49.816996118306356,3.363288343128048,0.8650985716251132,0.1637641411588988,22.917965948304634,1,1
Dubai Silicon Oasis,25.1212,55.3773,9.0,1,36,55.00896589035618,9.207834120072164,0.400445764246525,9.080618134883611,32.94175153886772,0,0
Al Barsha,25.1078,55.2077,7.5,1,40,68.19653581730645,1.230085377243103,0.17766944949056518,2.4633215852799712,37.58117885467414,0,0
